ID,SleepDay,SleepDate,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Key (joining A & B),,,
8053475328,5/7/2016,5/7/2016,1,74,75,80534753285/7/2016,,,
8378563200,4/12/2016,4/12/2016,1,338,356,83785632004/12/2016,,,
8378563200,4/13/2016,4/13/2016,2,447,487,83785632004/13/2016,,,
8378563200,4/14/2016,4/14/2016,1,424,455,83785632004/14/2016,,,
8378563200,4/15/2016,4/15/2016,1,513,533,83785632004/15/2016,,,
8378563200,4/16/2016,4/16/2016,2,611,689,83785632004/16/2016,,,
8378563200,4/17/2016,4/17/2016,2,525,591,83785632004/17/2016,,,
8378563200,4/18/2016,4/18/2016,1,398,451,83785632004/18/2016,,,
8378563200,4/19/2016,4/19/2016,1,387,421,83785632004/19/2016,,,
8378563200,4/20/2016,4/20/2016,1,381,409,83785632004/20/2016,,,
8378563200,4/21/2016,4/21/2016,1,396,417,83785632004/21/2016,,,
8378563200,4/22/2016,4/22/2016,1,441,469,83785632004/22/2016,,,
8378563200,4/23/2016,4/23/2016,1,565,591,83785632004/23/2016,,,
8378563200,4/24/2016,4/24/2016,1,458,492,83785632004/24/2016,,,
8378563200,4/25/2016,4/25/2016,1,388,402,83785632004/25/2016,,,
8378563200,4/25/2016,4/25/2016,1,388,402,83785632004/25/2016,,,
8378563200,4/26/2016,4/26/2016,1,550,584,83785632004/26/2016,,,
8378563200,4/27/2016,4/27/2016,1,531,600,83785632004/27/2016,,,
8378563200,4/28/2016,4/28/2016,1,506,556,83785632004/28/2016,,,
8378563200,4/29/2016,4/29/2016,1,527,562,83785632004/29/2016,,,
8378563200,4/30/2016,4/30/2016,1,468,555,83785632004/30/2016,,,
8378563200,5/1/2016,5/1/2016,1,475,539,83785632005/1/2016,,,
8378563200,5/2/2016,5/2/2016,1,351,385,83785632005/2/2016,,,
8378563200,5/3/2016,5/3/2016,1,405,429,83785632005/3/2016,,,
8378563200,5/4/2016,5/4/2016,1,441,477,83785632005/4/2016,,,
8378563200,5/5/2016,5/5/2016,1,381,417,83785632005/5/2016,,,
8378563200,5/6/2016,5/6/2016,1,323,355,83785632005/6/2016,,,
8378563200,5/7/2016,5/7/2016,2,459,513,83785632005/7/2016,,,
8378563200,5/8/2016,5/8/2016,1,545,606,83785632005/8/2016,,,
8378563200,5/9/2016,5/9/2016,1,359,399,83785632005/9/2016,,,
8378563200,5/10/2016,5/10/2016,1,342,391,83785632005/10/2016,,,
8378563200,5/11/2016,5/11/2016,1,368,387,83785632005/11/2016,,,
8378563200,5/12/2016,5/12/2016,1,496,546,83785632005/12/2016,,,
8792009665,4/12/2016,4/12/2016,1,458,493,87920096654/12/2016,,,
8792009665,4/13/2016,4/13/2016,1,531,552,87920096654/13/2016,,,
8792009665,4/14/2016,4/14/2016,1,486,503,87920096654/14/2016,,,
8792009665,4/15/2016,4/15/2016,1,363,377,87920096654/15/2016,,,
8792009665,4/20/2016,4/20/2016,1,528,547,87920096654/20/2016,,,
8792009665,4/22/2016,4/22/2016,1,391,407,87920096654/22/2016,,,
8792009665,4/23/2016,4/23/2016,1,339,360,87920096654/23/2016,,,
8792009665,4/27/2016,4/27/2016,1,423,428,87920096654/27/2016,,,
8792009665,4/28/2016,4/28/2016,1,402,416,87920096654/28/2016,,,
8792009665,4/29/2016,4/29/2016,1,398,406,87920096654/29/2016,,,
8792009665,4/30/2016,4/30/2016,1,343,360,87920096654/30/2016,,,
8792009665,5/1/2016,5/1/2016,1,503,527,87920096655/1/2016,,,
8792009665,5/2/2016,5/2/2016,1,415,423,87920096655/2/2016,,,
8792009665,5/3/2016,5/3/2016,1,516,545,87920096655/3/2016,,,
8792009665,5/4/2016,5/4/2016,1,439,463,87920096655/4/2016,,,
