ID,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Activity Caegory,Key (Joining A & B ),Minutes Asleep,,,,
4057192912,3/14/2016,8433,6.23,6.23,0,2.45,0.33,3.44,0,30,7,135,1268,2453,Moderately Active,40571929123/14/2016,,,,,
4057192912,3/15/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929123/15/2016,,,,,
4057192912,3/16/2016,2139,1.56,1.56,0,0,1.3,0.26,0,0,28,15,1397,1935,Sedentary,40571929123/16/2016,,,,,
4057192912,3/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929123/17/2016,,,,,
4057192912,3/18/2016,949,0.69,0.69,0,0,0,0.69,0,0,0,34,1406,1870,Sedentary,40571929123/18/2016,,,,,
4057192912,3/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1777,Sedentary,40571929123/19/2016,,,,,
4057192912,3/20/2016,44,0.03,0.03,0,0,0,0.03,0,0,0,2,1438,1782,Sedentary,40571929123/20/2016,,,,,
4057192912,3/21/2016,2660,1.94,1.94,0,0,0,1.94,0,0,0,46,1394,1978,Sedentary,40571929123/21/2016,,,,,
4057192912,3/22/2016,5561,4.19,4.19,0,0,0,4.07,0,0,0,169,1271,2296,Low Active,40571929123/22/2016,,,,,
4057192912,3/23/2016,7239,5.34,5.34,0,0.55,0.36,4.38,0,7,7,190,1236,2484,Low Active,40571929123/23/2016,,,,,
4057192912,3/24/2016,7,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1787,Sedentary,40571929123/24/2016,,,,,
4057192912,3/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929123/25/2016,,,,,
4057192912,3/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929123/26/2016,,,,,
4057192912,3/27/2016,2275,1.68,1.68,0,0,0,1.66,0,0,0,86,1354,2005,Sedentary,40571929123/27/2016,,,,,
4057192912,3/28/2016,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1778,Sedentary,40571929123/28/2016,,,,,
4057192912,3/29/2016,5137,3.76,3.76,0,0,0,3.76,0,0,0,160,1280,2293,Low Active,40571929123/29/2016,,,,,
4057192912,3/30/2016,5419,4,4.57,0.055842999,0,0,3.91,0.059999999,0,0,145,1295,2259,Low Active,40571929123/30/2016,,,,,
4057192912,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929123/31/2016,,,,,
4057192912,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929124/1/2016,,,,,
4057192912,4/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929124/2/2016,,,,,
4057192912,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929124/3/2016,,,,,
4057192912,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929124/4/2016,,,,,
4057192912,4/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Sedentary,40571929124/5/2016,,,,,
4057192912,4/6/2016,18,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1780,Sedentary,40571929124/6/2016,,,,,
4057192912,4/7/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1778,Sedentary,40571929124/7/2016,,,,,
4057192912,4/8/2016,8426,6.16,6.16,0,0.13,5.49,0.54,0,2,120,25,1293,2360,Moderately Active,40571929124/8/2016,,,,,
4057192912,4/9/2016,1650,1.21,1.21,0,0,0,1.21,0,0,0,60,1380,1952,Sedentary,40571929124/9/2016,,,,,
4057192912,4/10/2016,3434,2.51,2.51,0,0.07,0.3,2.14,0,1,7,108,1324,2101,Sedentary,40571929124/10/2016,,,,,
4057192912,4/11/2016,6801,4.98,4.98,0,0,0,4.97,0,0,0,193,1247,2393,Low Active,40571929124/11/2016,,,,,
4057192912,4/12/2016,187,0.14,0.14,0,0,0,0.14,0,0,0,11,400,538,Sedentary,40571929124/12/2016,,,,,
4319703577,3/29/2016,5643,3.79,3.79,0,0.23,0.33,3.23,0,3,8,199,683,1958,Low Active,43197035773/29/2016,,,,,
4319703577,3/30/2016,9043,6.07,6.07,0,0.25,0.43,5.37,0,4,12,244,702,2141,Moderately Active,43197035773/30/2016,,,,,
4319703577,3/31/2016,8144,5.46,5.46,0,0.25,0.61,4.61,0,4,17,247,1125,2129,Moderately Active,43197035773/31/2016,,,,,
4319703577,4/1/2016,9343,6.27,6.27,0,0.96,0.85,4.46,0,14,20,268,654,2216,Moderately Active,43197035774/1/2016,,,,,
4319703577,4/2/2016,8405,5.66,5.66,0,1.13,0.19,4.34,0,15,4,257,621,2154,Moderately Active,43197035774/2/2016,,,,,
4319703577,4/3/2016,8223,5.52,5.52,0,0.8,1.51,3.21,0,12,37,257,551,2178,Moderately Active,43197035774/3/2016,,,,,
4319703577,4/4/2016,10067,6.76,6.76,0,0.36,1.42,4.97,0,5,39,313,578,2308,Very Active,43197035774/4/2016,,,,,
4319703577,4/5/2016,8359,5.63,5.63,0,0.23,0.53,4.87,0,3,14,311,638,2201,Moderately Active,43197035774/5/2016,,,,,
4319703577,4/6/2016,10946,7.35,7.35,0,0.54,2.09,4.72,0,8,51,308,569,2341,Very Active,43197035774/6/2016,,,,,
4319703577,4/7/2016,9130,6.15,6.15,0,0.5,0.38,5.27,0,7,11,304,668,2236,Moderately Active,43197035774/7/2016,,,,,
4319703577,4/8/2016,6544,4.41,4.41,0,0.29,0.26,3.86,0,4,6,276,1132,2069,Low Active,43197035774/8/2016,,,,,
4319703577,4/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,Sedentary,43197035774/9/2016,,,,,
4388161847,3/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618473/29/2016,,,,,
4388161847,3/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618473/30/2016,,,,,
4388161847,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618473/31/2016,,,,,
4388161847,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618474/1/2016,,,,,
4388161847,4/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618474/2/2016,,,,,
4388161847,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618474/3/2016,,,,,
4388161847,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Sedentary,43881618474/4/2016,,,,,
4388161847,4/5/2016,0,0,0,0,0,0,0,0,0,0,0,994,1296,Sedentary,43881618474/5/2016,,,,,
4445114986,3/29/2016,2303,1.55,1.55,0,0,0,1.55,0,0,0,155,807,2010,Sedentary,44451149863/29/2016,,,,,
4445114986,3/30/2016,2600,1.74,1.74,0,0,0,1.74,0,0,0,163,1277,2032,Sedentary,44451149863/30/2016,,,,,
4445114986,3/31/2016,4804,3.22,3.22,0,0,0,3.22,0,0,0,238,786,2227,Sedentary,44451149863/31/2016,,,,,
4445114986,4/1/2016,3271,2.19,2.19,0,0,0,2.19,0,0,0,205,898,2133,Sedentary,44451149864/1/2016,,,,,
4445114986,4/2/2016,5406,3.63,3.63,0,0,0,3.61,0,0,0,273,672,2317,Low Active,44451149864/2/2016,,,,,
4445114986,4/3/2016,3146,2.11,2.11,0,0,0,2.11,0,0,0,171,1269,2058,Sedentary,44451149864/3/2016,,,,,
4445114986,4/4/2016,2422,1.63,1.63,0,0,0,1.63,0,0,0,110,1330,1935,Sedentary,44451149864/4/2016,,,,,
4445114986,4/5/2016,4239,2.84,2.84,0,0.06,0.24,2.53,0,1,6,235,702,2217,Sedentary,44451149864/5/2016,,,,,
4445114986,4/6/2016,6911,4.78,4.78,0,2.32,0.1,2.36,0,28,2,215,745,2374,Low Active,44451149864/6/2016,,,,,
4445114986,4/7/2016,6667,4.61,4.61,0,2.02,0.05,2.55,0,24,1,208,939,2335,Low Active,44451149864/7/2016,,,,,
4445114986,4/8/2016,5543,3.72,3.72,0,0,0,3.72,0,0,0,266,941,2303,Low Active,44451149864/8/2016,,,,,
4445114986,4/9/2016,4195,2.81,2.81,0,0,0,2.81,0,0,0,239,758,2210,Sedentary,44451149864/9/2016,,,,,
4445114986,4/10/2016,6625,4.45,4.45,0,0,0,4.45,0,0,0,316,755,2424,Low Active,44451149864/10/2016,,,,,
4445114986,4/11/2016,5986,4.13,4.13,0,1.95,0.23,1.95,0,23,5,195,789,2297,Low Active,44451149864/11/2016,,,,,
4445114986,4/12/2016,278,0.19,0.19,0,0,0,0.19,0,0,0,20,253,745,Sedentary,44451149864/12/2016,429,,,,
4558609924,4/1/2016,5336,3.53,3.53,0,0,0,3.53,0,0,0,258,1182,1902,Low Active,45586099244/1/2016,,,,,
4558609924,4/2/2016,3183,2.1,2.1,0,0,0,2.1,0,0,0,173,1180,1680,Sedentary,45586099244/2/2016,,,,,
4558609924,4/3/2016,6176,4.08,4.08,0,0.07,0.26,3.75,0,1,7,269,886,1901,Low Active,45586099244/3/2016,,,,,
4558609924,4/4/2016,8205,5.42,5.42,0,0,0,5.42,0,0,0,367,1073,2078,Moderately Active,45586099244/4/2016,,,,,
4558609924,4/5/2016,6799,4.49,4.49,0,1.59,0.86,2.04,0,24,14,185,1217,1876,Low Active,45586099244/5/2016,,,,,
4558609924,4/6/2016,5668,3.75,3.75,0,0,0,3.75,0,0,0,259,1181,1853,Low Active,45586099244/6/2016,,,,,
4558609924,4/7/2016,7998,5.29,5.29,0,0.51,0.25,4.53,0,27,12,296,1105,2235,Moderately Active,45586099244/7/2016,,,,,
4558609924,4/8/2016,4195,2.77,2.77,0,0,0,2.77,0,0,0,241,1199,1778,Sedentary,45586099244/8/2016,,,,,
4558609924,4/9/2016,5512,3.64,3.64,0,0,0,3.64,0,0,0,276,1164,1882,Low Active,45586099244/9/2016,,,,,
4558609924,4/10/2016,6263,4.14,4.14,0,0,0,4.13,0,0,0,290,1150,1906,Low Active,45586099244/10/2016,,,,,
4558609924,4/11/2016,8828,5.84,5.84,0,0,0,5.84,0,0,0,308,1132,2149,Moderately Active,45586099244/11/2016,,,,,
4558609924,4/12/2016,1260,0.83,0.83,0,0,0,0.82,0,0,0,76,555,722,Sedentary,45586099244/12/2016,,,,,
4702921684,3/29/2016,6506,5.28,5.28,0,0.33,0.27,4.67,0,4,5,241,760,2886,Low Active,47029216843/29/2016,,,,,
4702921684,3/30/2016,7583,6.15,6.15,0,0.25,0.55,5.35,0,3,13,227,742,2915,Moderately Active,47029216843/30/2016,,,,,
4702921684,3/31/2016,6963,5.65,5.65,0,0,0,5.65,0,0,0,256,759,2895,Low Active,47029216843/31/2016,,,,,
4702921684,4/1/2016,7165,5.81,5.81,0,0,0.37,5.44,0,0,9,248,708,2923,Low Active,47029216844/1/2016,,,,,
4702921684,4/2/2016,10328,8.38,8.38,0,0,1.46,6.92,0,0,32,367,475,3323,Very Active,47029216844/2/2016,,,,,
4702921684,4/3/2016,12116,9.83,9.83,0,0.25,2.85,6.72,0,3,57,323,471,3357,Very Active,47029216844/3/2016,,,,,
4702921684,4/4/2016,7810,6.36,6.36,0,0.48,1.2,4.68,0,6,27,216,746,2931,Moderately Active,47029216844/4/2016,,,,,
4702921684,4/5/2016,6670,5.41,5.41,0,1.24,0.8,3.37,0,15,16,199,770,2848,Low Active,47029216844/5/2016,,,,,
4702921684,4/6/2016,7605,6.18,6.18,0,0.33,0.21,5.63,0,4,4,248,708,2943,Moderately Active,47029216844/6/2016,,,,,
4702921684,4/7/2016,6585,5.34,5.34,0,0,0,5.34,0,0,0,210,770,2822,Low Active,47029216844/7/2016,,,,,
4702921684,4/8/2016,8184,6.64,6.64,0,0,0.62,5.95,0,0,15,247,808,2981,Moderately Active,47029216844/8/2016,,,,,
4702921684,4/9/2016,14002,11.36,11.36,0,0.61,2.68,8.06,0,8,56,381,407,3597,Very Active,47029216844/9/2016,,,,,
4702921684,4/10/2016,11135,9.03,9.03,0,0.08,1.16,7.79,0,1,25,331,528,3224,Very Active,47029216844/10/2016,,,,,
4702921684,4/11/2016,6499,5.27,5.27,0,0,0,5.27,0,0,0,207,809,2677,Low Active,47029216844/11/2016,,,,,
4702921684,4/12/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,Sedentary,47029216844/12/2016,425,,,,
5553957443,4/1/2016,12409,8.1,8.1,0,2.9,0.63,4.58,0,51,12,235,782,2142,Very Active,55539574434/1/2016,,,,,
5553957443,4/2/2016,2937,1.92,1.92,0,0,0,1.91,0,0,0,181,356,1615,Sedentary,55539574434/2/2016,,,,,
5553957443,4/3/2016,1515,0.99,0.99,0,0,0,0.99,0,0,0,93,507,1481,Sedentary,55539574434/3/2016,,,,,
5553957443,4/4/2016,8921,5.88,5.88,0,2.07,0.44,3.36,0,27,8,198,754,1892,Moderately Active,55539574434/4/2016,,,,,
5553957443,4/5/2016,11306,7.38,7.38,0,2.31,0.98,4.09,0,40,26,218,772,2086,Very Active,55539574434/5/2016,,,,,
5553957443,4/6/2016,12252,8,8,0,2.41,1.7,3.89,0,33,28,229,745,2044,Very Active,55539574434/6/2016,,,,,
5553957443,4/7/2016,15444,10.08,10.08,0,3.27,1.73,5.08,0,51,39,243,731,2249,Very Active,55539574434/7/2016,,,,,
5553957443,4/8/2016,9938,6.49,6.49,0,2.14,1.28,3.08,0,38,24,193,767,2019,Moderately Active,55539574434/8/2016,,,,,
5553957443,4/9/2016,4599,3,3,0,0,0,3,0,0,0,176,578,1692,Sedentary,55539574434/9/2016,,,,,
5553957443,4/10/2016,5594,3.65,3.65,0,0.28,1.48,1.89,0,4,25,150,552,1712,Low Active,55539574434/10/2016,,,,,
5553957443,4/11/2016,11906,7.77,7.77,0,2.26,1.52,3.99,0,32,27,234,688,2065,Very Active,55539574434/11/2016,,,,,
5553957443,4/12/2016,3436,2.24,2.24,0,0.5,0.67,1.05,0,7,11,50,61,633,Sedentary,55539574434/12/2016,441,,,,
5577150313,4/1/2016,10461,7.87,7.87,0,4.76,0.85,2.25,0,99,31,142,721,3625,Very Active,55771503134/1/2016,,,,,
5577150313,4/2/2016,14873,11.11,11.11,0,8.19,0.6,2.31,0,202,36,153,663,4430,Very Active,55771503134/2/2016,,,,,
5577150313,4/3/2016,9917,7.41,7.41,0,1.99,0.97,4.44,0,58,27,240,700,3427,Moderately Active,55771503134/3/2016,,,,,
5577150313,4/4/2016,7401,5.56,5.56,0,2.32,0.36,2.88,0,70,19,204,689,3492,Low Active,55771503134/4/2016,,,,,
5577150313,4/5/2016,8964,6.7,6.7,0,3.97,0.19,2.53,0,107,18,145,756,3597,Moderately Active,55771503134/5/2016,,,,,
5577150313,4/6/2016,11080,8.3,8.3,0,3.13,1.37,3.81,0,83,52,190,695,3765,Very Active,55771503134/6/2016,,,,,
5577150313,4/7/2016,4499,3.36,3.36,0,0.89,0.26,2.21,0,31,11,146,756,2775,Sedentary,55771503134/7/2016,,,,,
5577150313,4/8/2016,4363,3.26,3.26,0,0.13,0.06,3.08,0,8,2,156,813,2486,Sedentary,55771503134/8/2016,,,,,
5577150313,4/9/2016,10494,7.84,7.84,0,4.91,0.78,2.15,0,123,62,138,601,3817,Very Active,55771503134/9/2016,,,,,
5577150313,4/10/2016,9776,7.38,7.38,0,2.93,1.43,3.02,0,80,35,162,721,3378,Moderately Active,55771503134/10/2016,,,,,
5577150313,4/11/2016,2862,2.14,2.14,0,1.04,0.25,0.84,0,39,17,54,209,1511,Sedentary,55771503134/11/2016,,,,,
6117666160,4/1/2016,7444,5.62,5.62,0,0,0,5.62,0,0,0,286,568,2210,Low Active,61176661604/1/2016,,,,,
6117666160,4/2/2016,19658,14.84,14.84,0,0.24,2.09,12.51,0,3,30,475,466,2884,Very Active,61176661604/2/2016,,,,,
6117666160,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1496,Sedentary,61176661604/3/2016,,,,,
6117666160,4/4/2016,8468,6.39,6.39,0,0.18,0.64,5.57,0,2,11,279,1148,2262,Moderately Active,61176661604/4/2016,,,,,
6117666160,4/5/2016,9910,7.48,7.48,0,0,0,7.48,0,0,0,384,990,2445,Moderately Active,61176661604/5/2016,,,,,
6117666160,4/6/2016,12409,9.37,9.37,0,0,0,9.37,0,0,0,491,388,2694,Very Active,61176661604/6/2016,,,,,
6117666160,4/7/2016,4853,3.66,3.66,0,0,0,3.66,0,0,0,156,770,1903,Sedentary,61176661604/7/2016,,,,,
6117666160,4/8/2016,8955,6.76,6.76,0,0,0,6.73,0,0,0,422,1018,2482,Moderately Active,61176661604/8/2016,,,,,
6117666160,4/9/2016,10789,8.15,8.15,0,0,0,8.15,0,0,0,506,413,2617,Very Active,61176661604/9/2016,,,,,
6117666160,4/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,0,Sedentary,61176661604/10/2016,,,,,
6290855005,4/1/2016,6633,5.01,5.01,0,0,0,5.01,0,0,0,280,1160,2778,Low Active,62908550054/1/2016,,,,,
6290855005,4/2/2016,9548,7.22,7.22,0,2.02,3.68,1.52,0,25,107,113,1195,3119,Moderately Active,62908550054/2/2016,,,,,
6290855005,4/3/2016,0,0,0,0,0,0,0,0,33,0,0,1407,2664,Sedentary,62908550054/3/2016,,,,,
6290855005,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/4/2016,,,,,
6290855005,4/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/5/2016,,,,,
6290855005,4/6/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/6/2016,,,,,
6290855005,4/7/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/7/2016,,,,,
6290855005,4/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/8/2016,,,,,
6290855005,4/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Sedentary,62908550054/9/2016,,,,,
6290855005,4/10/2016,0,0,0,0,0,0,0,0,20,0,0,494,735,Sedentary,62908550054/10/2016,,,,,
6391747486,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1820,Sedentary,63917474864/1/2016,,,,,
6391747486,4/2/2016,2101,2.03,0,2.027772903,2.03,0,0,0,46,0,0,1394,2224,Sedentary,63917474864/2/2016,,,,,
6391747486,4/3/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1820,Sedentary,63917474864/3/2016,,,,,
6391747486,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1820,Sedentary,63917474864/4/2016,,,,,
6391747486,4/5/2016,9766,7.51,0.78,6.72705698,0,0.05,7.46,0,0,6,301,1133,2442,Moderately Active,63917474864/5/2016,,,,,
6391747486,4/6/2016,165,0.13,0.13,0,0,0,0.13,0,0,0,8,1432,1849,Sedentary,63917474864/6/2016,,,,,
6391747486,4/7/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1822,Sedentary,63917474864/7/2016,,,,,
6391747486,4/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1820,Sedentary,63917474864/8/2016,,,,,
6391747486,4/9/2016,0,0,0,0,0,0,0,0,0,0,0,198,251,Sedentary,63917474864/9/2016,,,,,
6775888955,4/1/2016,7225,5.18,5.18,0,1.73,1.27,2.18,0,25,50,163,1189,3065,Low Active,67758889554/1/2016,,,,,
6775888955,4/2/2016,1988,1.43,1.43,0,0,0,1.43,0,0,0,79,909,2207,Sedentary,67758889554/2/2016,,,,,
6775888955,4/3/2016,1577,1.13,1.13,0,0.07,0.89,0.17,0,1,17,8,1414,1977,Sedentary,67758889554/3/2016,,,,,
6775888955,4/4/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1841,Sedentary,67758889554/4/2016,,,,,
6775888955,4/5/2016,9348,6.7,6.7,0,1.13,2.04,3.14,0,56,133,240,1011,4286,Moderately Active,67758889554/5/2016,,,,,
6775888955,4/6/2016,11761,8.43,8.43,0,1.31,2.44,4.68,0,24,99,300,550,3920,Very Active,67758889554/6/2016,,,,,
6775888955,4/7/2016,13987,10.03,10.03,0,2.87,3.34,3.82,0,46,114,250,739,3856,Very Active,67758889554/7/2016,,,,,
6775888955,4/8/2016,4131,2.96,2.96,0,1.37,0.61,0.98,0,27,30,75,1308,2584,Sedentary,67758889554/8/2016,,,,,
6775888955,4/9/2016,14,0.01,0.01,0,0,0,0.01,0,0,0,1,601,787,Sedentary,67758889554/9/2016,,,,,
6962181067,3/30/2016,15491,10.24,10.24,0,1.29,4.49,4.46,0,18,77,272,641,2244,Very Active,69621810673/30/2016,,,,,
6962181067,3/31/2016,14097,9.32,9.32,0,3.5,1.92,3.9,0,50,32,234,595,2188,Very Active,69621810673/31/2016,,,,,
6962181067,4/1/2016,10467,6.98,6.98,0,0.7,2.43,3.85,0,9,45,252,602,2014,Very Active,69621810674/1/2016,,,,,
6962181067,4/2/2016,12437,8.3,8.3,0,3.76,1.29,3.24,0,50,24,219,732,2115,Very Active,69621810674/2/2016,,,,,
6962181067,4/3/2016,12307,8.14,8.14,0,1.01,3.26,3.87,0,14,51,218,589,2055,Very Active,69621810674/3/2016,,,,,
6962181067,4/4/2016,18952,12.8,12.8,0,5.91,1.23,5.66,0,73,20,327,570,2437,Very Active,69621810674/4/2016,,,,,
6962181067,4/5/2016,12010,7.94,7.94,0,2.38,0.95,4.61,0,38,17,287,692,2158,Very Active,69621810674/5/2016,,,,,
6962181067,4/6/2016,12480,8.86,8.25,3.97279501,4.18,0.69,4,0,55,14,276,593,2170,Very Active,69621810674/6/2016,,,,,
6962181067,4/7/2016,13417,9.65,8.87,1.926301956,3.39,1.25,4.91,0.100000001,45,16,284,665,2244,Very Active,69621810674/7/2016,,,,,
6962181067,4/8/2016,14400,10.88,9.52,5.45686388,2.47,2.88,5.53,0,27,37,276,697,2188,Very Active,69621810674/8/2016,,,,,
6962181067,4/9/2016,12495,8.26,8.26,0,2.21,1.09,4.96,0,33,19,324,609,2231,Very Active,69621810674/9/2016,,,,,
6962181067,4/10/2016,10148,6.71,6.71,0,1.36,0.22,5.13,0,19,7,306,679,2100,Very Active,69621810674/10/2016,,,,,
6962181067,4/11/2016,12362,9.09,8.17,2.696455002,1.09,2.73,5.27,0,21,38,297,678,2188,Very Active,69621810674/11/2016,,,,,
6962181067,4/12/2016,5893,3.9,3.9,0,2.88,0.56,0.46,0,43,9,48,146,917,Low Active,69621810674/12/2016,366,,,,
7007744171,4/1/2016,11680,9.06,7.81,4.901282787,4.49,0.33,4.24,0,50,7,244,1139,2573,Very Active,70077441714/1/2016,,,,,
7007744171,4/2/2016,10976,7.34,7.34,0,0.55,0.67,6.13,0,9,16,271,1075,2575,Very Active,70077441714/2/2016,,,,,
7007744171,4/3/2016,16806,11.24,11.24,0,6.41,1.37,3.47,0,104,31,230,1002,3086,Very Active,70077441714/3/2016,,,,,
7007744171,4/4/2016,15266,11.4,10.21,5.189849854,5.8,0.76,4.79,0.050000001,70,21,292,1057,2886,Very Active,70077441714/4/2016,,,,,
7007744171,4/5/2016,12084,9.14,8.08,4.836380005,4.39,0.46,4.29,0,50,6,284,1030,2676,Very Active,70077441714/5/2016,,,,,
7007744171,4/6/2016,13513,10.25,9.07,4.835720062,5.35,0.33,4.56,0,64,8,270,1098,2811,Very Active,70077441714/6/2016,,,,,
7007744171,4/7/2016,14100,10.58,9.43,4.875989914,5.1,1.19,4.28,0,61,33,265,1015,2840,Very Active,70077441714/7/2016,,,,,
7007744171,4/8/2016,12627,9.65,8.45,4.842319965,4.7,0.74,4.21,0,54,22,301,1063,2871,Very Active,70077441714/8/2016,,,,,
7007744171,4/9/2016,10345,6.92,6.92,0,0.07,0.27,6.58,0,2,6,358,1074,2613,Very Active,70077441714/9/2016,,,,,
7007744171,4/10/2016,10146,6.79,6.79,0,0.07,0.61,6.11,0,1,12,397,1030,2700,Very Active,70077441714/10/2016,,,,,
7007744171,4/11/2016,12168,8.14,8.14,0,1.05,0.79,6.29,0,18,27,375,1020,2871,Very Active,70077441714/11/2016,,,,,
7007744171,4/12/2016,7413,5.77,4.96,4.869782925,4.5,0.34,0.94,0,53,6,43,405,1023,Low Active,70077441714/12/2016,,,,,
7086361926,4/1/2016,11463,7.67,7.67,0,2.83,1.89,2.93,0,38,30,154,777,2496,Very Active,70863619264/1/2016,,,,,
7086361926,4/2/2016,87,0.02,0.02,0,0,0,0.01,0,0,0,2,872,1641,Sedentary,70863619264/2/2016,,,,,
7086361926,4/3/2016,1949,1.31,1.31,0,0.23,0.35,0.73,0,3,6,27,1404,1794,Sedentary,70863619264/3/2016,,,,,
7086361926,4/4/2016,6101,3.87,3.87,0,0.53,0.23,3.1,0,31,24,138,1247,2421,Low Active,70863619264/4/2016,,,,,
7086361926,4/5/2016,7478,4.99,4.99,0,1.8,0.53,2.61,0.029999999,25,33,132,1159,2439,Low Active,70863619264/5/2016,,,,,
7086361926,4/6/2016,7352,4.73,4.73,0,1.41,0.78,2.53,0,19,14,124,814,2233,Low Active,70863619264/6/2016,,,,,
7086361926,4/7/2016,14604,10.82,10.82,0,7.23,1.12,2.43,0.029999999,76,30,127,695,2862,Very Active,70863619264/7/2016,,,,,
7086361926,4/8/2016,9634,6.52,6.52,0,2.5,1.4,2.59,0,50,48,140,797,2752,Moderately Active,70863619264/8/2016,,,,,
7086361926,4/9/2016,7338,4.67,4.67,0,1.08,0.13,3.46,0,27,5,204,717,2519,Low Active,70863619264/9/2016,,,,,
7086361926,4/10/2016,569,0.35,0.35,0,0,0,0.34,0,0,0,27,1368,1799,Sedentary,70863619264/10/2016,,,,,
7086361926,4/11/2016,6242,3.92,3.92,0,0.74,0.23,2.93,0,46,22,126,741,2543,Low Active,70863619264/11/2016,,,,,
7086361926,4/12/2016,430,0.26,0.26,0,0,0,0.26,0,0,0,14,75,625,Sedentary,70863619264/12/2016,514,,,,
8053475328,4/2/2016,20188,15.62,15.62,0,12.06,0.85,2.71,0,124,19,172,1125,3377,Very Active,80534753284/2/2016,,,,,
8053475328,4/3/2016,25701,20.14,20.14,0,16.82,1.63,1.69,0,165,36,97,1142,3697,Very Active,80534753284/3/2016,,,,,
8053475328,4/4/2016,17395,13.21,13.21,0,9.67,0.18,3.35,0,100,4,213,1123,3209,Very Active,80534753284/4/2016,,,,,
8053475328,4/5/2016,17167,13.41,13.41,0,9.96,0.31,3.14,0,98,8,184,1150,3167,Very Active,80534753284/5/2016,,,,,
8053475328,4/6/2016,16435,12.42,12.42,0,8.96,0.55,2.91,0,100,14,191,1135,3122,Very Active,80534753284/6/2016,,,,,
8053475328,4/7/2016,17078,13.2,13.2,0,9.97,0.24,2.99,0,101,6,190,1143,3176,Very Active,80534753284/7/2016,,,,,
8053475328,4/8/2016,11693,9.54,9.54,0,6.77,0.26,2.5,0,60,6,153,1221,2790,Very Active,80534753284/8/2016,,,,,
8053475328,4/9/2016,11159,9.14,9.14,0,6.69,0.25,2.19,0,59,6,120,1255,2715,Very Active,80534753284/9/2016,,,,,
8053475328,4/10/2016,10118,7.73,7.73,0,3.05,0.8,3.88,0,30,18,207,1185,2684,Very Active,80534753284/10/2016,,,,,
8053475328,4/11/2016,16064,12.72,12.72,0,9.98,0.36,2.38,0,96,8,155,1181,3097,Very Active,80534753284/11/2016,,,,,
8053475328,4/12/2016,290,0.21,0.21,0,0,0,0.21,0,0,0,16,599,791,Sedentary,80534753284/12/2016,,,,,
8253242879,4/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1429,Sedentary,82532428794/1/2016,,,,,
